Date,Product Category,Product Name,Region,Sales Revenue (USD),Units Sold,Customer Segment,Customer Type,Market Share (%)
2022-06-26,Data Center,Quadro P2200,North America,431388.74,2903,Gamers,Individual,44.37
2022-06-26,Data Center,RTX 3080,Middle East,1770829.61,2990,Gamers,Individual,33.1
2022-06-26,AI,Tesla T4,Europe,1217709.91,4975,Educational Institutions,Business,62.26
2022-06-26,OEM,RTX 3080,Europe,786758.49,1196,AI Researchers,Individual,34.65
2022-06-27,OEM,Tesla T4,Middle East,1428993.32,848,Gamers,Individual,35.35
2022-06-27,Data Center,Tesla T4,Middle East,1320085.22,2352,AI Researchers,Individual,35.95
2022-06-27,Gaming,Tesla T4,Africa,1115487.27,1444,Educational Institutions,Business,35.15
2022-06-27,Data Center,Tesla T4,Middle East,1585223.45,1516,Educational Institutions,Individual,48.07
2022-06-28,Gaming,Tesla V100,North America,213200.51,1656,AI Researchers,Individual,38.05
2022-06-28,Gaming,Tesla V100,Middle East,1400221.85,4202,Gamers,Individual,59.38
2022-06-28,Gaming,RTX 4090,South America,741054.07,4310,Cloud Providers,Business,64.07
2022-06-28,Gaming,RTX 3080,Africa,1217732.11,2300,Cloud Providers,Business,33.82
2022-06-28,Data Center,RTX 3080,Europe,208599.11,4790,Cloud Providers,Business,47.57
2022-06-28,AI,Tesla V100,South America,300808.56,1749,Gamers,Individual,43.58
2022-06-29,Gaming,RTX 3080,Europe,1168527.14,4405,Cloud Providers,Business,68.69
2022-06-29,OEM,Tesla V100,Africa,1019995.63,1037,Gamers,Individual,65.87
2022-06-29,AI,Tesla T4,Europe,417689.89,751,AI Researchers,Individual,68.42
2022-06-29,Gaming,RTX 4090,South America,770256.41,533,Gamers,Individual,66.32
2022-06-30,Data Center,RTX 3080,Europe,333947.34,298,Educational Institutions,Individual,34.45
2022-06-30,Data Center,Quadro P2200,North America,96705.59,2783,Educational Institutions,Business,49.83
2022-06-30,Data Center,Quadro P2200,Europe,1136965.3,4515,AI Researchers,Individual,58.66
2022-07-01,OEM,RTX 4090,North America,1897141.65,1204,AI Researchers,Individual,36.07
2022-07-01,AI,Tesla T4,North America,760048.25,1106,Gamers,Individual,68.01
2022-07-02,OEM,RTX 4090,Africa,1605759.02,2652,Cloud Providers,Individual,47.42
2022-07-02,AI,Tesla V100,APAC,579350.57,3781,Cloud Providers,Individual,62.4
2022-07-03,Data Center,Tesla V100,South America,1122641.13,445,Educational Institutions,Individual,43.57
2022-07-03,Data Center,RTX 3080,Africa,1886453.38,2208,AI Researchers,Individual,33.67
2022-07-04,OEM,RTX 4090,Africa,622946.23,852,Educational Institutions,Individual,69.01
2022-07-04,OEM,Tesla T4,Africa,1154410.39,137,Gamers,Individual,44.26
2022-07-04,OEM,Quadro P2200,APAC,863899.96,423,Gamers,Business,48.11
2022-07-04,AI,Tesla V100,South America,1162994.43,1684,Gamers,Individual,43.07
2022-07-05,Data Center,Tesla T4,North America,585482.26,3358,AI Researchers,Business,43.69
2022-07-05,AI,RTX 3080,South America,1980228.9,2538,Cloud Providers,Individual,64.4
2022-07-05,Gaming,RTX 3080,Europe,1603331.23,1117,Educational Institutions,Business,39.1
2022-07-05,Data Center,Tesla T4,Middle East,1427366.8,1810,AI Researchers,Business,46.12
2022-07-06,AI,RTX 3080,Europe,1472922.91,3635,Gamers,Individual,67.56
2022-07-07,Data Center,Tesla T4,Africa,1161984.12,2302,Educational Institutions,Individual,38.3
2022-07-07,Data Center,Tesla T4,Africa,352858.89,4518,Educational Institutions,Individual,55.98
2022-07-07,AI,Tesla T4,Africa,1834323.21,801,Cloud Providers,Business,40.16
2022-07-08,OEM,RTX 4090,Africa,715753.04,131,Educational Institutions,Individual,63.39
2022-07-08,Gaming,Tesla T4,North America,419076.23,4756,Gamers,Business,42.52
2022-07-08,AI,Quadro P2200,North America,1457674.2,1367,Educational Institutions,Individual,64.89
2022-07-08,OEM,RTX 3080,North America,1266814.6,2607,Educational Institutions,Business,47.65
2022-07-08,AI,Tesla V100,APAC,1121156.34,1722,Cloud Providers,Business,52.81
2022-07-08,Data Center,RTX 3080,APAC,1741622.07,2696,Cloud Providers,Business,39.82
2022-07-09,AI,RTX 3080,Middle East,1077313.24,1939,Cloud Providers,Individual,31.93
2022-07-09,Data Center,Quadro P2200,Europe,1739486.85,2406,Gamers,Individual,40.13
2022-07-09,AI,Tesla T4,North America,666694.66,4909,Gamers,Individual,54.69
2022-07-09,OEM,Tesla T4,Africa,412498.67,4048,AI Researchers,Business,39.82
2022-07-10,Data Center,RTX 4090,Africa,349604.57,1992,Cloud Providers,Business,59.62
2022-07-10,Gaming,RTX 4090,Europe,1473112.54,4316,AI Researchers,Business,66.45
2022-07-10,Data Center,Tesla T4,APAC,819087.83,3155,Educational Institutions,Individual,69.91
2022-07-11,OEM,Tesla T4,Africa,249933.44,3010,Educational Institutions,Business,40.92
2022-07-11,AI,Tesla T4,Middle East,820853.0,4323,Educational Institutions,Individual,42.47
2022-07-11,Data Center,Quadro P2200,Middle East,192761.64,3588,Gamers,Business,70.0
2022-07-11,Gaming,Tesla V100,North America,1874854.75,3083,Cloud Providers,Business,34.68
2022-07-12,OEM,Tesla V100,Europe,1665943.18,117,Cloud Providers,Individual,63.96
2022-07-12,Data Center,Quadro P2200,APAC,1513481.24,4350,Cloud Providers,Individual,45.08
2022-07-12,Gaming,Tesla V100,Africa,824964.57,2986,Cloud Providers,Individual,42.25
2022-07-12,AI,Tesla V100,North America,1129163.37,1571,Cloud Providers,Business,44.05
2022-07-13,Gaming,Tesla T4,Europe,1802581.56,3466,Educational Institutions,Business,36.25
2022-07-13,Gaming,RTX 3080,Middle East,921988.56,379,Gamers,Business,30.42
2022-07-13,AI,Tesla V100,Africa,273203.02,2672,AI Researchers,Business,62.05
2022-07-13,AI,RTX 3080,Middle East,1177830.15,3454,Cloud Providers,Individual,56.63
2022-07-14,AI,RTX 3080,North America,458729.56,2602,Educational Institutions,Business,35.72
2022-07-14,Data Center,Tesla T4,APAC,675357.78,3442,Cloud Providers,Individual,69.24
2022-07-14,AI,Tesla V100,Middle East,387863.97,4155,Educational Institutions,Individual,44.12
2022-07-14,Gaming,Tesla V100,Middle East,303396.06,153,AI Researchers,Individual,34.42
2022-07-15,AI,RTX 3080,North America,676997.45,2397,AI Researchers,Individual,50.26
2022-07-15,Gaming,RTX 4090,North America,201665.07,3112,Gamers,Business,51.42
2022-07-15,OEM,Tesla T4,South America,1157541.18,1263,Gamers,Business,54.04
2022-07-15,Data Center,RTX 4090,Europe,584462.2,1308,Educational Institutions,Business,36.1
2022-07-16,OEM,Tesla T4,Africa,402074.47,1309,Cloud Providers,Business,37.41
2022-07-16,Gaming,RTX 4090,Africa,1818046.26,4527,AI Researchers,Individual,67.24
2022-07-16,Gaming,Quadro P2200,North America,87209.3,4194,Cloud Providers,Individual,68.67
2022-07-16,AI,RTX 4090,Africa,1774917.42,665,AI Researchers,Individual,37.27
2022-07-18,AI,Tesla T4,Africa,1357995.33,3597,Educational Institutions,Business,69.22
2022-07-18,Data Center,RTX 4090,Europe,1393435.48,4056,AI Researchers,Individual,32.76
2022-07-18,OEM,Tesla V100,Middle East,1841796.48,1098,AI Researchers,Business,39.86
2022-07-19,Gaming,Quadro P2200,APAC,1029777.09,4763,Cloud Providers,Individual,52.66
2022-07-19,OEM,RTX 4090,Middle East,479376.31,3841,Gamers,Business,32.46
2022-07-19,AI,Tesla T4,South America,1446507.56,4079,Gamers,Individual,34.88
2022-07-19,OEM,RTX 3080,APAC,1820644.69,1076,Cloud Providers,Individual,48.16
2022-07-20,AI,Quadro P2200,Middle East,1714846.05,967,Gamers,Individual,34.41
2022-07-20,Gaming,Tesla T4,North America,482688.46,2946,AI Researchers,Individual,52.96
2022-07-21,OEM,Tesla T4,North America,459804.76,1046,AI Researchers,Business,61.5
2022-07-21,AI,Tesla T4,Middle East,185173.5,1440,Gamers,Individual,52.2
2022-07-21,Gaming,RTX 4090,North America,1415935.26,181,Cloud Providers,Business,62.71
2022-07-22,Gaming,RTX 4090,APAC,1724442.0,2971,Educational Institutions,Individual,56.67
2022-07-22,OEM,Tesla V100,North America,1558812.79,380,Gamers,Business,50.46
2022-07-23,AI,RTX 3080,Africa,1754338.33,4763,Educational Institutions,Individual,68.03
2022-07-23,Data Center,RTX 4090,South America,1481840.02,4817,AI Researchers,Business,30.7
2022-07-23,Gaming,Tesla V100,APAC,1487822.83,4978,Cloud Providers,Individual,51.56
2022-07-23,OEM,RTX 3080,Middle East,1232796.39,4056,Educational Institutions,Business,39.75
2022-07-23,OEM,RTX 3080,South America,274146.39,3151,Cloud Providers,Business,49.87
2022-07-23,Gaming,RTX 4090,APAC,1660317.25,4223,AI Researchers,Business,61.89
2022-07-23,OEM,Tesla V100,South America,1798542.22,4096,AI Researchers,Business,63.41
2022-07-24,AI,RTX 4090,North America,1674445.06,4315,AI Researchers,Business,69.0
2022-07-24,Data Center,RTX 4090,North America,562805.54,3326,Gamers,Individual,50.81
2022-07-24,Data Center,RTX 4090,North America,103255.69,2364,Gamers,Business,47.35
2022-07-24,AI,Tesla V100,Europe,1301454.89,4324,Cloud Providers,Individual,38.1
2022-07-24,Gaming,Tesla V100,APAC,1897193.84,4545,Cloud Providers,Individual,57.42
2022-07-25,Data Center,Tesla V100,Middle East,783150.23,2631,AI Researchers,Business,68.13
2022-07-25,AI,RTX 3080,North America,1548880.81,2042,Gamers,Individual,45.25
2022-07-25,Gaming,RTX 4090,South America,523575.63,3626,AI Researchers,Individual,69.3
2022-07-25,AI,RTX 3080,South America,1251591.1,1830,AI Researchers,Individual,49.23
2022-07-27,OEM,RTX 3080,Africa,1797484.91,4950,Educational Institutions,Business,34.89
2022-07-27,OEM,Tesla T4,Africa,194776.0,4159,Educational Institutions,Individual,62.93
2022-07-27,Gaming,RTX 4090,South America,1280966.72,3495,AI Researchers,Business,42.97
2022-07-27,OEM,RTX 4090,North America,685109.64,3640,Cloud Providers,Business,48.54
2022-07-27,OEM,Quadro P2200,Africa,1262156.75,1371,Gamers,Business,50.84
2022-07-28,OEM,Quadro P2200,Middle East,489820.32,4459,Cloud Providers,Individual,33.98
2022-07-28,Gaming,Tesla V100,APAC,941062.12,1436,Educational Institutions,Individual,60.4
2022-07-29,Gaming,RTX 3080,APAC,1590637.06,2364,Gamers,Business,57.5
2022-07-29,AI,RTX 3080,APAC,818769.47,1259,Gamers,Business,64.17
2022-07-29,AI,Quadro P2200,North America,323988.49,4560,Gamers,Individual,60.97
2022-07-29,Gaming,RTX 4090,APAC,460715.04,2889,Gamers,Individual,61.94
2022-07-30,OEM,Tesla V100,APAC,1667807.04,2025,Cloud Providers,Individual,48.59
2022-07-30,Data Center,Tesla V100,North America,314945.5,3272,Cloud Providers,Business,33.96
2022-07-30,Gaming,RTX 3080,Africa,1935552.8,372,Educational Institutions,Individual,41.88
2022-07-31,OEM,Tesla V100,North America,392090.59,3807,Cloud Providers,Business,39.43
2022-08-01,Data Center,Tesla T4,North America,522562.08,3609,Cloud Providers,Business,36.9
2022-08-01,Gaming,RTX 4090,APAC,1786984.2,4045,Gamers,Business,64.76
2022-08-01,AI,RTX 4090,Europe,514191.93,2167,Educational Institutions,Individual,51.18
2022-08-01,Data Center,RTX 3080,Middle East,649230.46,3722,AI Researchers,Business,36.19
2022-08-02,OEM,RTX 4090,North America,324219.9,4760,Cloud Providers,Business,62.97
2022-08-02,Gaming,Quadro P2200,APAC,246344.91,2018,Gamers,Business,55.68
2022-08-02,Data Center,Tesla V100,North America,1090518.29,1923,AI Researchers,Business,67.43
2022-08-03,OEM,Tesla T4,Africa,788853.15,1316,Gamers,Individual,46.72
2022-08-03,Data Center,Tesla V100,North America,724355.65,2169,Cloud Providers,Individual,65.99
2022-08-04,Gaming,RTX 3080,APAC,883733.97,2698,AI Researchers,Individual,37.08
2022-08-04,Data Center,RTX 3080,South America,636392.3,2542,Educational Institutions,Business,64.24
2022-08-04,Gaming,RTX 3080,Europe,938513.52,3138,AI Researchers,Business,45.61
2022-08-04,Data Center,RTX 3080,North America,1864397.08,1788,Educational Institutions,Business,54.1
2022-08-05,OEM,Tesla V100,South America,758703.95,514,Cloud Providers,Individual,63.72
2022-08-05,Data Center,Quadro P2200,South America,1404877.0,2698,Educational Institutions,Individual,39.92
2022-08-05,AI,RTX 4090,Africa,484865.69,114,Cloud Providers,Individual,62.29
2022-08-06,OEM,Tesla V100,Africa,136853.27,679,AI Researchers,Individual,34.39
2022-08-07,Gaming,RTX 3080,APAC,106558.23,4284,Gamers,Business,52.76
2022-08-08,OEM,Quadro P2200,Europe,325020.01,325,Cloud Providers,Individual,61.95
2022-08-08,Gaming,RTX 3080,Middle East,925943.54,3809,AI Researchers,Business,68.69
2022-08-09,Gaming,Quadro P2200,Middle East,930694.27,3889,Gamers,Individual,66.7
2022-08-09,AI,RTX 4090,Africa,1337964.26,3568,Cloud Providers,Business,61.27
2022-08-09,Data Center,RTX 3080,North America,1301579.69,3385,Educational Institutions,Individual,52.76
2022-08-09,Gaming,Tesla T4,APAC,1630180.98,3019,Gamers,Individual,33.81
2022-08-09,OEM,Tesla V100,Africa,1636205.82,3128,Gamers,Individual,61.34
2022-08-10,OEM,Tesla V100,Middle East,1423919.02,1409,Educational Institutions,Business,60.58
2022-08-10,AI,RTX 4090,North America,552432.98,1991,Gamers,Business,57.26
2022-08-10,AI,Tesla T4,Middle East,1837101.62,3388,Gamers,Individual,49.57
2022-08-10,AI,Quadro P2200,North America,1446580.8,2130,AI Researchers,Business,43.98
2022-08-11,Gaming,RTX 3080,South America,1007931.84,4512,Educational Institutions,Individual,67.85
2022-08-11,Data Center,RTX 3080,Africa,1781754.28,342,Gamers,Individual,55.43
2022-08-11,AI,Quadro P2200,North America,1613747.93,4014,Educational Institutions,Individual,54.62
2022-08-11,OEM,RTX 4090,North America,818100.65,1996,Gamers,Individual,33.16
2022-08-11,Data Center,Tesla V100,South America,772524.47,4511,Gamers,Business,64.79
2022-08-11,Gaming,RTX 4090,Africa,1330956.6,3117,Gamers,Individual,38.78
2022-08-11,AI,RTX 3080,North America,627247.64,1547,AI Researchers,Business,53.34
2022-08-12,Gaming,RTX 3080,North America,1332522.09,2309,AI Researchers,Business,60.32
2022-08-12,OEM,Tesla V100,North America,1369228.71,3929,AI Researchers,Individual,62.61
2022-08-12,AI,Quadro P2200,APAC,866789.54,4384,Educational Institutions,Individual,52.93
2022-08-12,Data Center,Tesla V100,APAC,596314.9,1822,AI Researchers,Individual,38.94
2022-08-12,Gaming,Tesla V100,APAC,1145647.13,1127,Gamers,Business,39.79
2022-08-13,Data Center,RTX 3080,Middle East,1352291.7,3204,Educational Institutions,Individual,41.31
2022-08-13,Data Center,Quadro P2200,Middle East,108282.27,1479,Gamers,Individual,64.51
2022-08-13,Gaming,Quadro P2200,Africa,1078250.09,4848,Gamers,Business,65.16
2022-08-14,OEM,Tesla T4,North America,1661582.2,2508,AI Researchers,Business,69.47
2022-08-14,OEM,RTX 4090,Middle East,1327334.78,1826,AI Researchers,Individual,37.46
2022-08-14,Gaming,RTX 4090,APAC,1977937.38,4283,Cloud Providers,Business,40.13
2022-08-15,AI,Tesla V100,North America,1117167.41,2379,Educational Institutions,Individual,51.4
2022-08-15,Data Center,RTX 3080,South America,1568396.17,3560,AI Researchers,Business,57.97
2022-08-15,Data Center,RTX 4090,Africa,1499007.43,1544,AI Researchers,Individual,44.48
2022-08-15,AI,RTX 4090,APAC,652457.49,4607,Educational Institutions,Individual,52.48
2022-08-16,Gaming,Tesla T4,Middle East,1851888.48,1951,Cloud Providers,Individual,62.28
2022-08-17,AI,Quadro P2200,Middle East,761255.09,4030,AI Researchers,Individual,50.51
2022-08-17,Gaming,Tesla T4,Europe,1842017.64,2705,Cloud Providers,Individual,33.75
2022-08-17,AI,Tesla V100,South America,672888.91,2782,Cloud Providers,Business,32.85
2022-08-18,Gaming,Quadro P2200,Middle East,361342.83,1009,Gamers,Individual,39.43
2022-08-18,Gaming,Tesla T4,Middle East,1381848.29,523,AI Researchers,Individual,63.64
2022-08-19,Data Center,Quadro P2200,Europe,904501.05,3065,Gamers,Business,58.4
2022-08-19,Gaming,RTX 4090,North America,65660.11,2631,Cloud Providers,Individual,57.79
2022-08-19,Gaming,RTX 3080,South America,750999.72,4128,Cloud Providers,Individual,68.67
2022-08-20,Data Center,Tesla V100,Middle East,1362067.54,3669,Gamers,Business,64.07
2022-08-20,Gaming,Quadro P2200,Middle East,530157.2,204,Educational Institutions,Business,30.45
2022-08-21,AI,RTX 4090,APAC,1461454.97,4165,Cloud Providers,Business,43.84
2022-08-21,AI,Tesla T4,APAC,157974.6,1191,Educational Institutions,Business,47.19
2022-08-21,AI,RTX 3080,Middle East,789117.85,2489,Cloud Providers,Individual,62.49
2022-08-21,Data Center,Tesla V100,Middle East,222126.47,1359,Gamers,Business,33.4
2022-08-21,Data Center,Tesla T4,Middle East,485698.97,4394,Educational Institutions,Individual,36.95
2022-08-22,Data Center,RTX 3080,South America,268736.64,1669,AI Researchers,Business,55.38
2022-08-22,Data Center,Quadro P2200,Africa,1405255.07,3117,Gamers,Individual,68.55
2022-08-22,AI,RTX 4090,Africa,863802.95,2521,Gamers,Business,46.42
2022-08-22,AI,Tesla T4,Africa,184411.76,1938,AI Researchers,Business,33.28
2022-08-22,OEM,RTX 4090,Africa,1000587.9,762,Gamers,Business,52.45
2022-08-22,Data Center,Tesla V100,North America,821920.96,4126,Gamers,Individual,44.98
2022-08-23,AI,RTX 4090,Middle East,660189.15,4302,Educational Institutions,Individual,62.04
2022-08-23,AI,RTX 4090,Middle East,1048370.72,4562,Educational Institutions,Individual,68.83
2022-08-24,AI,Tesla V100,Europe,1708232.05,476,Educational Institutions,Business,54.79
2022-08-24,OEM,Quadro P2200,Middle East,1068674.67,714,AI Researchers,Business,35.61
2022-08-24,AI,RTX 4090,South America,1642428.42,3489,Cloud Providers,Business,59.8
2022-08-24,Gaming,Tesla V100,Middle East,198567.34,255,Gamers,Individual,59.28
2022-08-24,OEM,Tesla V100,Europe,1861119.08,203,Cloud Providers,Individual,52.33
2022-08-25,Data Center,Tesla T4,APAC,771287.14,4051,Educational Institutions,Individual,57.89
2022-08-25,OEM,RTX 4090,Middle East,1804723.95,4589,Educational Institutions,Business,42.9
2022-08-25,OEM,Tesla V100,APAC,693476.34,601,AI Researchers,Individual,69.93
2022-08-26,Data Center,Quadro P2200,Africa,1369314.95,2814,AI Researchers,Business,39.23
2022-08-27,AI,Quadro P2200,Africa,1054938.17,266,Cloud Providers,Business,41.52
2022-08-27,Data Center,RTX 4090,Europe,113435.03,355,Educational Institutions,Business,48.75
2022-08-27,Gaming,RTX 4090,North America,382743.43,4392,AI Researchers,Business,53.34
2022-08-27,AI,RTX 3080,South America,1835950.34,3988,Gamers,Business,54.5
2022-08-27,AI,Tesla V100,South America,1116749.14,3110,Gamers,Individual,45.9
2022-08-28,AI,Tesla T4,Africa,1904578.82,2684,Gamers,Business,52.08
2022-08-28,AI,Tesla T4,South America,793275.09,1583,Cloud Providers,Individual,38.34
2022-08-29,AI,RTX 3080,Africa,1472220.52,1648,Educational Institutions,Business,50.3
2022-08-30,Data Center,RTX 3080,APAC,1335110.47,4881,Gamers,Business,37.97
2022-08-30,OEM,Quadro P2200,North America,59015.82,2816,Cloud Providers,Individual,69.22
2022-08-31,AI,RTX 3080,Middle East,587377.54,486,AI Researchers,Business,60.89
2022-08-31,OEM,RTX 3080,South America,106388.55,3671,Educational Institutions,Individual,30.37
2022-08-31,Data Center,Tesla V100,North America,1339273.64,1043,Educational Institutions,Business,33.09
2022-09-01,OEM,Quadro P2200,Africa,283764.19,4207,AI Researchers,Individual,46.6
2022-09-01,Gaming,Tesla V100,Europe,1465899.97,4831,AI Researchers,Business,61.47
2022-09-02,AI,Quadro P2200,North America,1544421.73,767,Cloud Providers,Individual,39.59
2022-09-02,OEM,Tesla T4,South America,146902.44,1812,Educational Institutions,Business,60.34
2022-09-03,AI,RTX 4090,Africa,1969451.55,2151,AI Researchers,Business,57.17
2022-09-03,AI,RTX 4090,South America,995652.4,3226,Cloud Providers,Individual,64.73
2022-09-04,OEM,Tesla V100,Africa,251692.47,1111,AI Researchers,Individual,69.89
